segment_id,activation_profile,active_but_not_enabled,enabled_but_not_active
Chunk_2/b0c9d2329ad1606b_2018-10-09--15-48-37/20,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-09--15-48-37/21,010,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-09--15-48-37/22,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-09--15-48-37/23,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-09--15-48-37/24,010,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-09--15-48-37/25,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-19--22-01-05/10,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-19--22-01-05/11,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-19--22-01-05/12,101,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-19--22-01-05/4,01,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-19--22-01-05/5,1010,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-19--22-01-05/6,01,False,True
Chunk_2/b0c9d2329ad1606b_2018-10-19--22-01-05/7,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-19--22-01-05/8,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-19--22-01-05/9,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-22--11-21-08/30,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-22--11-21-08/31,101,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-22--11-21-08/32,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-22--11-21-08/33,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-22--11-21-08/34,101,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-22--11-21-08/35,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-22--11-21-08/36,101,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-22--11-21-08/37,101,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-22--11-21-08/38,10,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-22--11-21-08/39,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-10-22--11-21-08/40,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-11-03--15-05-15/5,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-11-03--15-33-09/4,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-11-11--13-08-44/10,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-11-11--13-08-44/11,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-11-11--13-08-44/12,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-11-11--13-08-44/13,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-11-11--13-08-44/14,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-11-11--13-08-44/15,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-11-11--13-08-44/16,01,False,False
Chunk_2/b0c9d2329ad1606b_2018-11-11--13-08-44/17,101,False,False
Chunk_2/b0c9d2329ad1606b_2018-11-11--13-08-44/18,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-11-11--13-08-44/19,10,False,False
Chunk_2/b0c9d2329ad1606b_2018-11-11--13-08-44/20,0,False,False
Chunk_2/b0c9d2329ad1606b_2018-11-11--13-08-44/21,01,False,False
Chunk_2/b0c9d2329ad1606b_2018-11-11--13-08-44/22,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-11-11--13-08-44/23,1,False,False
Chunk_2/b0c9d2329ad1606b_2018-11-11--13-08-44/9,0,False,False
